approxAnzahl,areaRatio,circleLike,contureDistance,conturenAnzahl,farPoint,keyPointsAnzahl,mean_val,middlepointDistance,minimal_ratio,minimal_ratio2,momentpointDistance,rectangleLike,seradity,seradity2,solidity,solidity2,steiner,type
22,1.0,0.3391180929738298,1.0150672015442703,1,58224,423,255.0,-2.1479490617280352,2.7146602304219787,2.7146602304219787,-8.06225774829855,0.8918018683487585,0.6336032982967151,0.6336032982967151,0.70253421432862,0.70253421432862,6.0,Dosenoeffner
21,0.04164067013287117,0.4192809975556786,1.2385141360628575,2,6937,417,245.17848210631624,6.908387882036177,3.172999343853024,2.6911764284416413,24.839484696748443,1.261203437578789,0.8715297312883691,0.9484615725204729,0.7780474649406688,0.9454354669464848,5.0,Flaschenoeffner
27,1.0,0.4888428392551011,1.2667962882604253,1,27296,426,255.0,-8.196052366610475,1.220099573880048,1.220099573880048,28.460498941515414,0.7917426638507222,0.7593609910203112,0.7593609910203112,0.44795274925306644,0.44795274925306644,76.16429609731846,Korkenzieher
27,0.11135036377279697,0.3016267438095909,1.4269639376533874,2,16401,458,255.0,4.46095345104015,1.8072947491569746,6.45,20.0,0.5896927324306138,0.7105939686992533,0.8947646836162221,0.5576762126560169,0.7685206034676875,28.319604517012593,Korkenzieher
19,0.08397999188860349,0.4456447526784123,1.1512681275159513,3,7142,347,233.07612896394727,6.0055941199258225,5.16453896470192,4.045454545454546,29.274562336608895,1.3648826074250646,0.8998378811146512,0.9536520389318324,0.9026676103775657,0.924404761904762,13.152946437965905,Korkenzieher
38,0.00134180269345348,0.1732889974590518,1.104481895380884,3,15193,438,254.99999999999997,33.572424799606516,2.2639585646947458,1.0,73.53910524340094,0.20564975002540786,0.7180234003844097,0.9862054821785151,0.7392166854730099,0.9732142857142857,24.08318915758459,Korkenzieher
22,1.0,0.767010287440301,0.9879250349695173,1,3470,378,255.0,1.3729737872394827,7.49878128532047,7.49878128532047,8.94427190999916,2.377575166375734,0.8937342700704417,0.8937342700704417,0.818045783055812,0.818045783055812,10.44030650891055,Korkenzieher
13,0.06296088863997013,0.18820841420520662,1.2062419072026116,2,568,293,239.63493274164472,24.449883936573524,2.618877150518777,1.1384615142345385,63.150613615387776,0.4080784804718728,0.9472964133747829,0.9433367978639223,0.9898364593920355,0.9654678833422795,4.242640687119285,Flaschenoeffner
28,1.0,0.5481138565734632,1.4089092113270978,1,18255,455,255.00000000000003,-8.678806333621477,1.9003100044506598,1.9003100044506598,5.830951894845301,1.2705534053512122,0.7604296971047811,0.7604296971047811,0.4233104940497656,0.4233104940497656,56.753854494650845,Korkenzieher
21,0.15636323094932827,0.49745359630898767,0.8539498210952307,3,11398,409,215.20644788600666,3.238655614847127,2.8467196126155803,1.4801963551798523,30.675723300355934,1.493515962459248,0.9063967032670139,0.9406501200058718,0.718242330213703,0.9473150962512664,39.05124837953327,Flaschenoeffner
20,0.0537934577838671,0.30438907116990443,1.378166083974212,4,30909,488,234.81847573502174,-18.42240260843543,1.3817874174055744,3.2987554008306,5.830951894845301,0.9801553389195041,0.8062134260305837,0.9278498152382624,0.5824903732966221,0.9036248561565017,54.91812087098393,Korkenzieher
26,0.1969459242501642,0.34864967320961315,0.938861578657975,2,24330,428,207.62329992841805,-4.515785104576277,1.55011804988378,4.7884014434436155,40.162171256046406,0.27694937760680105,0.8182302019483777,0.9381648404656483,0.4947020704344844,0.8640838869767069,79.32212806020776,Korkenzieher
20,1.0,0.6363167444302015,1.3002717878239736,1,48164,401,255.0,-5.816316384530015,2.066740267455833,2.066740267455833,-12.083045973594572,1.5555278188825854,0.676084296160348,0.676084296160348,0.3259579763834221,0.3259579763834221,48.91829923454004,Dosenoeffner
26,1.0,0.3393744167029937,1.8504164024733258,1,16871,353,255.0,5.873130780684459,1.6152940117910222,1.6152940117910222,13.0,0.48959770024546717,0.7820571264458983,0.7820571264458983,0.5715227422544495,0.5715227422544495,15.231546211727817,Korkenzieher
21,0.009163469166383343,0.3797298470179975,0.9268960849645265,2,55274,438,252.92551676110284,5.663058173864304,2.2336183476007165,1.1111111111111112,-7.615773105863909,0.9842045363273455,0.6130395487640423,0.9717734139938682,0.5844388093030297,0.9826388888888888,23.194827009486403,Dosenoeffner
17,0.12423517970744358,0.3864608758506805,1.038814793818722,2,8518,384,225.23468161794153,9.44546197017779,2.6148194919884946,8.346796132569676,36.87817782917155,1.12851280835733,0.9182912803260717,0.9362289187868097,0.7883153389126685,0.7384393063583815,23.769728648009426,Dosenoeffner
17,0.017909214618973563,0.5015602354034601,1.1680699434560637,2,49237,395,250.9307870261083,-2.401967247965207,3.356522764882984,1.0322579241728298,5.385164807134504,1.4799168703316647,0.6126550244671629,0.9513566179219494,0.562416290829575,0.9646596858638743,15.033296378372908,Dosenoeffner
17,0.04258172305392512,0.3623023257629292,1.38774348022643,3,5412,416,240.94983552631578,10.03934175402854,3.555326381914105,1.8881388557448817,36.6742416417845,1.0753163895114664,0.934714394062736,0.94214722457061,0.8818261122419307,0.8533039647577092,1.0,Flaschenoeffner
26,0.00441321579215597,0.37925027737287903,1.003807520602204,3,65806,434,254.0110592597328,-2.8100880853411097,2.7101545839761276,1.0454544730037627,-8.246211251235321,1.0207430129434096,0.5544195000044778,0.9701423560041281,0.6699331686764493,0.9783653846153846,5.0990195135927845,Dosenoeffner
21,0.08722453801137829,0.2840056551038401,1.2100548221725522,10,13598,449,219.57934143788745,9.05225986578685,2.3641537998613855,1.7985269802101629,44.10215414239989,0.7687299043262907,0.8356216036565822,0.7617398779709458,0.8109515734766236,0.8327715841327457,22.80350850198276,Dosenoeffner
17,0.08504944735311228,0.3903348340119443,1.0277301935997425,2,9209,434,234.32816495115713,10.000283417371493,3.584588072334049,1.712074405880314,35.84689665786984,1.1671932018311721,0.8894165713664582,0.9475893487954493,0.8447411650730803,0.9722591677750333,0.0,Flaschenoeffner
12,0.2516453975218614,0.4555954235547527,0.8433787010351215,2,8913,403,194.02376599634368,5.361451630333063,3.730333010345104,9.40527714948039,24.596747752497688,1.3775499682167367,0.8958330415539993,0.9313247482997604,0.8198872632845652,0.8262567848627809,19.6468827043885,Dosenoeffner
4,0.3091751810627077,0.022236701019826666,0.6725642448732952,13,0,507,177.2547970479705,243.85642737896492,1.1072088724584104,1.1690962099125364,270.0,1.82742667851597,1.0,0.4356855002994324,1.0,0.8099744131806478,0.0,Korkenzieher
21,0.02078151688591891,0.33683915319366325,1.2850299835371084,4,68608,431,246.40148308177388,6.603956629974663,1.3960637499414135,1.5487286388486314,18.0,0.23707712631664074,0.4830580176648893,0.9491713339043955,0.5498146470055194,0.9113009198423128,26.1725046566048,Korkenzieher
29,1.0,0.5714352566260876,1.2690367022774667,1,24505,447,255.0,-26.246348956364464,1.4657569396528933,1.4657569396528933,6.708203932499369,0.8526503809810557,0.7281073216783351,0.7281073216783351,0.36565306209303317,0.36565306209303317,84.20213774008353,Korkenzieher
18,0.07452807060554058,0.27022886915257416,0.9092052152589234,2,8366,284,236.60940413457644,22.37193809992256,2.858630644141613,1.6453516345372947,65.0,0.7341398789523078,0.9284117089300914,0.9530748850304436,0.9119227358427293,0.9709358032577451,4.123105625617661,Flaschenoeffner
15,0.039247703173260415,0.40806748419304106,1.1823070130455449,2,54532,376,245.7344262295082,2.226515608248335,3.1758447080586567,1.8311991437359478,-5.656854249492381,1.1981759914808725,0.6309406989483793,0.9434832672006429,0.7750400243958222,0.8858792184724689,17.0,Dosenoeffner
12,0.46181648595079866,0.3773135498835357,1.9831107407543975,6,284,424,237.575711459443,6.796700996278573,4.015873015873016,1.820373274670683,27.294688127912362,1.1346106342015634,0.9686704351579885,0.8707892865334116,0.9828870468696284,0.8097996456317296,9.055385138137417,Dosenoeffner
8,0.05721870439109599,0.0348025751474621,1.124456389009997,2,3052,479,240.99752218048118,96.87101673293468,1.232248605170063,2.705169887525257,126.82665335015349,0.9697317807389476,0.9243981904017745,0.8976065957166998,0.9867215494171543,0.7430788747108424,8.48528137423857,Flaschenoeffner
11,0.108949529450238,0.12585178602239122,1.0299362528770644,2,547,322,227.91442189643965,42.27368984361057,2.191220796626022,1.5170212014779785,88.23831367382311,0.08448485945089101,0.961197423122292,0.945830621113989,0.991361920405752,0.9861211602973098,5.0,Flaschenoeffner
29,0.4446317687120251,0.39313285418171834,1.1276064670130397,9,13888,441,227.94010621557828,5.050492875885358,2.3760057275392916,4.068965846531415,15.033296378372908,1.1063126244999626,0.7219272482214659,0.9667375005326719,0.6651935910105373,0.9860442733397498,30.4138126514911,Dosenoeffner
30,0.1938059856954378,0.4509964936937605,1.3446213162871268,4,19151,454,238.6927577163607,5.665480427046264,1.4120603015075377,16.625,12.727922061357855,0.3913624465890635,0.7563657676648864,0.7276832289495058,0.426159650810091,0.3082104798188946,78.0,Korkenzieher
37,0.019127816194512603,0.40263114106320497,1.5386947904708603,2,35382,445,250.71833495302883,-18.418304737261305,1.3842260692096082,1.9333333333333333,-6.4031242374328485,0.5360170732568507,0.5989079260993426,0.9613763416246389,0.411969444603986,0.9648382559774965,22.47220505424423,Korkenzieher
6,0.08739990935186584,0.06124140185322424,1.5603402953821586,2,292,237,233.55231924039265,54.57564575645756,1.5574712643678161,1.5614035087719298,86.0,0.4740976539360281,0.9911762360773156,0.9370231006332044,0.9950497707431787,0.9327421398134286,1.0,Flaschenoeffner
18,0.01318276666257518,0.4588818728854855,1.2406565848518378,2,44477,409,252.03078024337867,-2.3884982341933787,3.3493849337936337,1.0399999352624407,-6.0,1.357889417689373,0.6406276898548616,0.970964948731652,0.7020612870979973,0.9817184643510055,13.341664064126334,Dosenoeffner
21,1.0,0.37968403749767204,1.0896917020201518,1,54603,451,255.0,-1.4640617564063747,2.0490938902493263,2.0490938902493263,-2.8284271247461903,0.8690700748674962,0.6583731889797954,0.6583731889797954,0.5465728924980665,0.5465728924980665,38.600518131237564,Dosenoeffner
24,0.0075852516324780685,0.45695696332663355,1.0748430049068258,6,4134,414,247.63343121167634,5.680342313667875,4.631040071763867,1.049999919078051,26.40075756488817,1.4008233967252572,0.8892862509686486,0.9713237817938802,0.8797485493230174,0.9773371104815864,7.280109889280518,Korkenzieher
22,0.046815154038301415,0.4346257243436982,1.2428033454916247,4,32879,468,232.68775824353887,13.74328406274394,1.5622838366405034,1.6896551724137931,39.408120990476064,1.2001821988524646,0.6168254915597127,0.9364401571673523,0.4474456293950543,0.893879173290938,28.0178514522438,Korkenzieher
20,0.008599335697798796,0.3390459657170604,1.080777975489245,4,8538,413,250.2426429761244,15.970724504320865,2.7550409493380115,1.1153845275994672,46.0,0.98250509260565,0.8783256656904731,0.9727420063954983,0.7874717382630669,0.9838969404186796,6.708203932499369,Dosenoeffner
29,1.0,0.48056407317487204,1.1342045781061014,1,38273,425,255.0,-5.922558614936461,1.5102040336826814,1.5102040336826814,17.11724276862369,1.2971829568039126,0.7115049178681505,0.7115049178681505,0.42504339759222426,0.42504339759222426,33.015148038438355,Korkenzieher
18,0.09609331860850359,0.3132779296374342,1.0008399912462005,2,19239,435,231.74867111898595,7.726023299682748,2.376068391023314,1.149818361553719,31.240998703626616,0.8596776320507786,0.8292248141542765,0.7854475346070711,0.810490277249435,0.8344521697434668,25.612496949731394,Dosenoeffner
11,0.05734664253328793,0.46346218658680866,0.878511787141368,3,1145,404,230.8472241842068,6.684774007685875,5.345750915337526,1.7941176470588236,34.17601498127012,1.4250906942007824,0.9303194113595811,0.9599975148975163,0.9804786336800675,0.981896287204664,4.0,Flaschenoeffner
17,0.04254423505970505,0.37946390840601063,1.0204866195111983,7,10822,440,233.55159994459066,7.756365387722352,3.6488667025626866,1.605263157894737,36.89173349139343,1.131117229660057,0.8461954107634743,0.8778995425469373,0.8721836717210657,0.8223487930566856,15.231546211727817,Dosenoeffner
20,0.10985352862849534,0.49877136352623025,1.25126397633015,2,7145,418,228.53809834748103,7.272945408240227,3.0373831775700935,1.5853658536585367,23.769728648009426,1.5167550423321108,0.910870883739543,0.9518534973602496,0.7396912586419169,0.9640449438202248,16.278820596099706,Flaschenoeffner
